Student_ID,Gender,Age,Course,City,Attendance,Study_Hours,Assignment_Score,Project_Score,Aptitude_Score,Communication_Score,Internship,Backlogs,Placement,Package_LPA
STU494,Female,22,BSc,Hyderabad,82.3,9.0,79.0,81.1,76.6,48.5,No,0,Not Placed,0.0
STU495,Male,21,BSc,Noida,78.1,7.1,87.3,92.8,86.2,56.5,Yes,0,Placed,8.02
STU496,Female,22,BSc,Bengaluru,58.3,2.6,68.2,74.7,50.5,80.8,Yes,0,Placed,7.18
STU497,Female,19,BCA,Pune,76.5,5.8,60.5,74.6,72.6,67.4,No,0,Not Placed,0.0
STU498,Female,25,MCA,Hyderabad,89.3,3.9,79.6,70.3,62.7,66.6,No,0,Not Placed,0.0
STU499,Female,19,MCA,Delhi,84.1,5.8,82.5,77.2,67.0,68.2,Yes,0,Placed,7.88
STU500,Female,18,BCA,Noida,82.8,5.5,81.1,93.9,69.0,63.6,No,0,Not Placed,0.0
STU501,Female,18,BSc,Noida,89.1,1.7,57.0,58.3,68.4,77.9,Yes,1,Placed,6.97
STU502,Male,20,BTech,Lucknow,93.6,6.6,100,100,81.6,65.5,Yes,0,Placed,7.6
STU503,Male,21,MCA,Pune,85.4,5.9,98.7,81.8,72.9,60.3,No,0,Not Placed,0.0
STU504,Male,18,BTech,Mumbai,80.2,5.9,79.7,99.5,81.3,74.2,No,0,Placed,7.7
STU505,Male,23,MCA,Lucknow,86.3,5.5,63.3,89.5,71.1,61.4,No,0,Not Placed,0.0
STU506,Male,25,BTech,Lucknow,81.3,7.8,77.5,99.5,66.3,56.0,Yes,0,Placed,6.96
STU507,Male,22,BSc,Noida,69.4,5.3,80.2,92.0,48.4,65.2,No,0,Not Placed,0.0
STU508,Female,21,BSc,Hyderabad,94.0,4.0,61.1,79.1,67.2,81.8,Yes,0,Placed,7.03
STU509,Female,24,BCA,Mumbai,86.4,6.4,83.0,92.4,80.7,64.4,Yes,0,Placed,7.2
STU510,Male,19,BSc,Mumbai,75.1,2.9,72.4,88.7,65.3,66.9,Yes,0,Placed,5.94
STU511,Male,21,BSc,Bengaluru,94.7,1.8,60.2,67.9,64.7,78.9,No,0,Not Placed,0.0
STU512,Female,20,MCA,Delhi,82.9,5.7,74.0,76.4,76.1,53.7,Yes,0,Placed,5.59
STU513,Male,22,BSc,Bengaluru,53.7,4.7,63.5,73.3,51.2,68.9,No,2,Not Placed,0.0
STU514,Male,21,BCA,Pune,72.0,4.7,85.8,85.7,67.7,59.8,Yes,0,Not Placed,0.0
STU515,Male,21,MCA,Lucknow,67.4,3.8,73.2,76.4,61.5,65.1,No,0,Not Placed,0.0
STU516,Female,21,BTech,Lucknow,88.0,7.7,75.0,87.4,75.3,46.5,Yes,0,Placed,6.59
STU517,Male,24,BTech,Pune,90.3,6.7,83.9,90.0,75.7,64.2,Yes,0,Placed,8.81
STU518,Male,24,MCA,Lucknow,89.2,7.4,89.7,91.0,68.1,52.5,Yes,0,Placed,7.53
STU519,Female,23,MCA,Bengaluru,64.5,1.6,59.1,55.8,71.5,41.6,No,0,Not Placed,0.0
STU520,Female,20,MCA,Pune,66.1,1.8,70.0,78.4,46.0,61.7,No,0,Not Placed,0.0
STU521,Female,23,BTech,Mumbai,75.0,1.6,54.9,58.6,72.8,82.2,No,0,Placed,6.55
STU522,Male,23,MCA,Pune,83.1,6.7,97.5,100,71.8,40.7,No,0,Placed,5.43
STU523,Male,25,MCA,Lucknow,91.7,6.3,79.7,81.5,76.7,79.7,No,0,Placed,5.33
STU524,Female,18,BCA,Delhi,74.7,5.7,84.2,94.8,78.3,77.7,No,0,Placed,6.44
STU525,Female,20,BTech,Noida,88.5,3.3,75.9,82.8,67.2,82.3,Yes,0,Not Placed,0.0
STU526,Male,22,BSc,Delhi,70.6,7.6,68.6,74.5,100,72.4,No,0,Placed,8.18
STU527,Female,23,BTech,Mumbai,81.4,8.8,79.0,98.5,80.3,74.8,No,0,Placed,7.84
STU528,Female,20,BSc,Pune,69.4,2.1,52.9,68.0,72.6,79.6,No,0,Not Placed,0.0
STU529,Male,23,BTech,Pune,79.5,5.1,84.3,84.9,57.1,67.8,No,0,Not Placed,0.0
STU530,Male,24,MCA,Bengaluru,73.0,8.2,64.2,83.0,65.6,56.0,Yes,0,Placed,6.09
STU531,Female,24,BSc,Mumbai,77.9,4.6,69.3,82.7,60.0,65.6,No,0,Placed,6.54
STU532,Male,22,MCA,Hyderabad,63.9,2.0,67.6,71.9,63.4,61.5,No,0,Not Placed,0.0
STU533,Male,22,BCA,Delhi,85.9,3.6,58.6,95.4,85.2,67.2,Yes,0,Not Placed,0.0
STU534,Female,21,MCA,Hyderabad,84.5,3.1,73.4,87.1,55.8,75.9,Yes,3,Not Placed,0.0
STU535,Female,21,BSc,Pune,77.5,5.7,69.0,91.5,86.9,62.4,No,0,Placed,5.76
STU536,Female,23,BCA,Pune,80.6,1.7,73.4,85.8,84.0,73.4,No,0,Placed,6.15
STU537,Male,24,BCA,Delhi,79.7,2.9,78.2,84.1,44.9,52.7,Yes,0,Placed,5.99
STU538,Male,19,BSc,Lucknow,72.2,3.2,59.7,70.5,61.2,42.7,No,0,Not Placed,0.0
STU539,Male,24,BSc,Noida,85.1,4.4,75.2,86.2,65.2,70.7,No,0,Not Placed,0.0
STU540,Male,25,BTech,Lucknow,69.0,8.9,95.1,90.4,81.5,66.3,No,0,Placed,7.42
STU541,Male,22,BSc,Hyderabad,74.3,7.8,82.6,88.5,82.6,47.3,Yes,0,Placed,6.43
STU542,Male,24,BCA,Mumbai,70.6,8.0,87.5,97.0,87.6,64.6,No,0,Placed,6.35
STU543,Male,23,BCA,Pune,85.5,5.3,79.7,78.4,74.5,50.7,Yes,0,Not Placed,0.0
STU544,Female,23,BSc,Delhi,88.8,4.5,81.3,84.5,77.7,73.1,No,0,Not Placed,0.0
STU545,Female,20,BSc,Noida,87.5,7.8,85.9,98.7,83.1,72.2,Yes,0,Placed,7.57
STU546,Male,21,BCA,Pune,90.4,5.5,76.2,83.6,73.4,57.0,No,0,Not Placed,0.0
STU547,Male,18,BCA,Hyderabad,86.0,7.3,81.7,100,70.9,59.5,No,0,Placed,7.02
STU548,Male,21,BCA,Lucknow,86.8,7.7,87.0,100,71.9,58.1,No,0,Placed,4.75
STU549,Male,21,BCA,Lucknow,74.7,2.8,63.2,66.2,69.1,56.1,No,0,Not Placed,0.0
STU550,Male,24,BTech,Hyderabad,85.8,5.2,78.8,98.4,69.9,80.7,Yes,0,Placed,7.04
STU551,Female,20,BTech,Hyderabad,67.9,7.2,68.3,68.7,69.7,48.4,No,0,Not Placed,0.0
STU552,Male,18,MCA,Delhi,57.5,7.2,77.3,96.4,63.0,50.1,Yes,0,Placed,6.19
STU553,Female,23,MCA,Delhi,72.0,6.3,84.0,92.1,58.5,80.8,Yes,0,Placed,6.58
STU554,Male,18,MCA,Lucknow,86.9,6.7,85.0,100,67.7,66.4,Yes,0,Not Placed,0.0
STU555,Male,21,MCA,Noida,63.5,5.9,81.0,72.8,68.6,73.2,Yes,0,Placed,7.17
STU556,Female,21,BTech,Mumbai,89.1,5.1,84.4,94.6,68.4,56.0,No,0,Placed,6.52
STU557,Female,18,BSc,Bengaluru,76.8,2.1,72.8,69.1,50.7,54.1,No,0,Not Placed,0.0
STU558,Female,19,BTech,Hyderabad,66.0,5.0,73.5,87.5,78.6,76.1,No,0,Not Placed,0.0
STU559,Female,24,BSc,Mumbai,73.1,8.9,97.8,100,81.1,82.5,Yes,0,Not Placed,0.0
STU560,Female,25,BTech,Hyderabad,83.8,6.4,92.0,88.8,73.0,80.3,No,0,Not Placed,0.0
STU561,Male,22,BSc,Lucknow,93.1,2.6,74.3,85.6,63.9,45.5,Yes,0,Placed,6.18
STU562,Male,24,MCA,Lucknow,87.9,3.4,53.5,63.9,92.4,63.6,No,0,Not Placed,0.0
STU563,Male,23,MCA,Pune,71.7,3.1,72.5,76.1,48.6,49.2,Yes,0,Not Placed,0.0
STU564,Female,24,MCA,Delhi,67.9,2.9,74.1,82.2,71.7,74.6,Yes,2,Not Placed,0.0
STU565,Female,24,BSc,Hyderabad,82.0,6.2,85.8,95.0,67.7,56.2,Yes,0,Placed,7.6
STU566,Male,18,BCA,Noida,71.6,8.7,74.6,84.4,81.9,74.0,Yes,0,Not Placed,0.0
STU567,Female,25,BTech,Mumbai,81.5,4.0,70.5,72.0,64.7,67.4,No,0,Not Placed,0.0
STU568,Female,19,BCA,Hyderabad,77.7,6.7,76.3,73.6,81.1,87.7,Yes,0,Placed,6.62
STU569,Female,24,MCA,Pune,54.1,6.3,77.9,95.9,64.2,85.1,No,0,Placed,5.06
STU570,Female,19,BTech,Mumbai,76.8,8.5,100,94.8,89.4,63.8,Yes,0,Placed,6.74
STU571,Male,20,BSc,Delhi,86.8,3.8,73.6,74.4,57.1,79.4,Yes,0,Placed,7.47
STU572,Male,19,BCA,Lucknow,77.0,6.9,89.0,100,86.6,45.9,Yes,0,Not Placed,0.0
STU573,Male,25,BCA,Hyderabad,86.7,4.0,77.1,91.3,71.9,55.8,No,0,Not Placed,0.0
STU574,Female,21,MCA,Hyderabad,71.3,3.7,74.8,83.8,59.8,80.5,No,1,Not Placed,0.0
STU575,Male,22,BCA,Mumbai,81.1,2.9,64.2,78.0,67.8,65.3,Yes,0,Placed,6.99
STU576,Female,23,MCA,Noida,87.4,3.7,75.5,81.7,82.9,52.7,No,0,Placed,7.73
STU577,Female,19,BTech,Delhi,98.3,6.8,71.5,90.9,60.7,63.5,No,0,Not Placed,0.0
STU578,Male,18,MCA,Lucknow,88.9,7.0,79.2,100,80.0,43.6,Yes,0,Placed,6.97
STU579,Female,22,MCA,Bengaluru,83.9,5.6,84.9,95.1,76.4,79.2,No,0,Not Placed,0.0
STU580,Male,25,BSc,Delhi,72.5,2.6,64.9,74.5,79.5,82.0,No,0,Not Placed,0.0
STU581,Female,24,MCA,Pune,92.0,2.2,73.4,78.4,64.9,61.9,No,0,Not Placed,0.0
STU582,Male,18,BCA,Mumbai,70.6,5.2,71.3,75.6,45.1,60.2,No,0,Not Placed,0.0
STU583,Female,22,BSc,Hyderabad,75.0,2.4,75.9,83.0,69.1,71.9,No,0,Placed,6.3
STU584,Male,20,BSc,Lucknow,78.4,6.3,68.7,90.3,74.6,78.3,No,0,Not Placed,0.0
STU585,Female,25,BCA,Mumbai,79.3,5.9,74.3,72.9,83.0,92.0,No,0,Placed,7.09
STU586,Female,19,BCA,Pune,65.6,3.0,74.7,82.1,73.7,98.9,No,0,Not Placed,0.0
STU587,Male,21,BTech,Bengaluru,60.2,8.6,82.4,100,68.3,68.9,Yes,0,Not Placed,0.0
STU588,Male,19,BCA,Noida,70.5,2.9,74.1,71.4,81.5,74.6,No,2,Placed,5.58
STU589,Female,24,MCA,Delhi,76.0,2.1,66.6,79.1,58.6,44.3,No,0,Not Placed,0.0
STU590,Female,20,BSc,Noida,87.6,3.9,77.2,73.1,75.9,58.3,No,0,Not Placed,0.0
STU591,Male,23,BTech,Bengaluru,86.2,2.6,73.6,68.8,88.5,64.0,No,0,Placed,4.82
STU592,Female,19,BTech,Mumbai,83.9,8.0,81.7,86.2,71.8,89.5,Yes,0,Placed,9.11
STU593,Female,25,MCA,Pune,71.3,6.6,73.8,77.5,79.1,66.4,No,0,Placed,6.6
STU594,Female,20,BSc,Noida,96.6,7.5,75.7,86.3,77.3,78.5,No,0,Not Placed,0.0
STU595,Female,23,BCA,Pune,82.2,2.1,63.1,69.7,68.4,75.1,No,0,Placed,6.39
STU596,Male,25,BSc,Hyderabad,79.2,9.0,94.7,96.6,65.8,82.3,No,0,Not Placed,0.0
STU597,Female,21,BCA,Pune,81.6,8.7,77.8,83.0,70.0,51.9,No,0,Not Placed,0.0
STU598,Female,24,MCA,Delhi,75.2,2.3,72.3,70.2,46.6,51.2,Yes,0,Placed,6.0
STU599,Female,18,BSc,Lucknow,90.4,7.9,76.0,95.1,77.5,65.1,Yes,0,Placed,7.85
STU600,Male,24,BSc,Bengaluru,68.9,5.5,79.5,82.2,69.4,71.5,Yes,0,Placed,5.98
STU601,Female,19,BSc,Pune,82.8,4.8,88.7,96.3,82.3,58.4,Yes,0,Placed,6.73
STU602,Female,18,MCA,Hyderabad,83.0,8.6,100,99.4,85.6,72.9,No,0,Placed,7.21
STU603,Female,20,BCA,Lucknow,94.0,7.4,78.5,98.5,83.3,49.6,No,0,Placed,6.51
STU604,Female,25,BTech,Hyderabad,72.2,2.1,55.5,71.6,61.4,55.4,Yes,0,Not Placed,0.0
STU605,Female,21,BSc,Delhi,84.1,7.6,80.6,85.8,88.5,90.6,No,0,Placed,9.4
STU606,Female,18,MCA,Noida,63.4,1.9,67.8,64.7,64.9,72.9,No,0,Not Placed,0.0
STU607,Male,22,BTech,Bengaluru,72.1,4.1,77.7,75.4,70.5,48.9,No,0,Not Placed,0.0
STU608,Male,24,MCA,Hyderabad,71.1,5.2,73.6,82.0,72.4,63.5,Yes,0,Not Placed,0.0
STU609,Female,21,BTech,Hyderabad,69.4,4.4,57.8,78.8,62.8,82.8,No,0,Placed,6.9
STU610,Female,19,BCA,Mumbai,92.9,6.1,79.9,97.9,74.8,46.8,Yes,0,Placed,8.34
STU611,Female,23,BSc,Noida,82.1,2.4,61.2,61.4,69.1,80.2,Yes,0,Not Placed,0.0
STU612,Male,18,MCA,Noida,85.0,4.5,71.8,74.4,50.8,84.9,No,0,Not Placed,0.0
STU613,Male,20,BCA,Hyderabad,67.2,3.1,77.8,72.7,43.9,62.1,No,0,Not Placed,0.0
STU614,Female,19,MCA,Delhi,70.0,5.5,76.7,83.1,82.4,82.3,No,4,Not Placed,0.0
STU615,Male,18,BTech,Hyderabad,82.2,8.8,90.0,93.6,99.0,75.6,No,0,Not Placed,0.0
STU616,Male,23,MCA,Hyderabad,84.7,3.6,77.9,79.8,69.2,79.2,No,0,Not Placed,0.0
STU617,Female,21,BSc,Lucknow,69.8,3.5,54.2,58.6,55.6,79.2,No,0,Not Placed,0.0
STU618,Female,20,BSc,Bengaluru,68.3,8.0,83.7,100,84.1,74.7,Yes,0,Placed,7.72
STU619,Male,19,MCA,Lucknow,62.2,3.3,82.9,69.1,72.7,75.5,No,0,Not Placed,0.0
STU620,Male,18,BCA,Mumbai,65.8,7.3,74.2,100,57.1,40,No,0,Not Placed,0.0
STU621,Male,21,MCA,Noida,78.3,5.7,72.2,86.9,67.6,50.5,No,0,Placed,6.3
STU622,Male,24,MCA,Lucknow,53.3,3.2,58.3,72.8,70.8,53.7,No,0,Not Placed,0.0
STU623,Female,20,BCA,Noida,70.0,8.7,98.8,100,78.9,51.5,Yes,1,Placed,8.64
STU624,Male,24,MCA,Mumbai,90.4,6.7,78.7,86.3,80.3,58.5,Yes,0,Not Placed,0.0
STU625,Male,18,MCA,Delhi,86.1,2.6,76.8,82.9,73.6,55.2,Yes,0,Not Placed,0.0
STU626,Male,23,MCA,Delhi,68.2,4.4,66.3,86.2,62.5,66.0,Yes,0,Not Placed,0.0
STU627,Female,24,BSc,Delhi,79.9,5.2,70.3,81.5,83.5,74.0,No,0,Placed,7.3
STU628,Male,23,BSc,Pune,93.9,8.4,92.8,100,82.1,83.4,Yes,0,Placed,6.79
STU629,Male,21,MCA,Lucknow,61.0,2.5,74.7,71.9,59.3,79.9,No,0,Not Placed,0.0
STU630,Female,20,BCA,Pune,66.5,2.6,64.8,73.0,67.2,70.4,No,2,Not Placed,0.0
STU631,Female,23,BSc,Pune,86.3,6.7,80.9,96.3,75.8,75.1,No,3,Not Placed,0.0
STU632,Female,22,MCA,Mumbai,76.7,2.7,78.2,75.2,69.3,56.9,No,0,Placed,5.98
STU633,Male,25,BSc,Lucknow,73.2,6.3,66.1,87.4,65.5,70.3,Yes,2,Not Placed,0.0
STU634,Male,22,MCA,Bengaluru,79.9,2.0,63.8,58.3,53.8,46.4,Yes,0,Not Placed,0.0
STU635,Male,25,BCA,Delhi,60.3,2.2,58.0,59.9,86.4,79.3,Yes,0,Placed,6.91
STU636,Male,23,BSc,Lucknow,90.5,5.3,66.1,81.5,89.5,63.5,No,1,Not Placed,0.0
STU637,Male,21,MCA,Noida,87.1,6.4,82.0,86.4,85.2,68.6,No,0,Placed,6.9
STU638,Female,18,BSc,Mumbai,70.6,9.0,75.1,82.0,60.0,73.0,Yes,0,Placed,6.86
STU639,Male,25,BCA,Noida,77.6,2.8,68.3,76.6,56.3,44.5,No,0,Not Placed,0.0
STU640,Female,20,BCA,Noida,95.1,5.2,77.0,90.1,60.8,79.1,No,0,Not Placed,0.0
STU641,Female,19,BSc,Delhi,79.0,3.5,80.0,71.7,55.8,69.0,Yes,0,Placed,6.92
STU642,Female,19,MCA,Pune,75.6,5.0,68.7,89.0,74.8,78.8,Yes,0,Not Placed,0.0
STU643,Female,21,BSc,Hyderabad,73.8,3.9,65.3,85.7,65.8,69.0,Yes,0,Placed,7.15
STU644,Male,23,BCA,Delhi,96.8,7.3,100,100,83.8,40,Yes,2,Placed,6.99
STU645,Male,22,BSc,Mumbai,62.8,8.1,82.2,89.2,75.6,56.0,Yes,0,Placed,6.92
STU646,Female,20,MCA,Lucknow,74.4,4.6,60.5,79.1,75.8,71.6,No,0,Placed,6.62
STU647,Male,23,BTech,Mumbai,56.5,8.2,64.7,100.0,66.8,58.8,Yes,0,Not Placed,0.0
STU648,Male,25,BCA,Lucknow,59.2,7.1,61.9,91.2,84.1,68.2,Yes,0,Placed,7.28
STU649,Female,23,BCA,Mumbai,72.9,3.8,71.8,74.7,35,64.6,No,0,Not Placed,0.0
STU650,Female,19,MCA,Mumbai,77.7,4.3,68.4,77.4,60.1,75.3,No,0,Not Placed,0.0
STU651,Male,19,BCA,Hyderabad,63.4,1.6,64.6,66.7,59.6,54.3,No,0,Not Placed,0.0
STU652,Female,24,MCA,Hyderabad,69.9,4.9,67.8,84.5,62.3,84.6,No,0,Not Placed,0.0
STU653,Female,18,BTech,Mumbai,86.3,5.3,77.2,97.2,63.5,96.0,No,3,Placed,7.34
STU654,Female,23,MCA,Hyderabad,94.1,8.9,92.5,100,100,48.6,No,0,Placed,6.0
STU655,Female,20,BSc,Noida,90.9,5.4,76.9,87.2,75.9,64.2,No,0,Not Placed,0.0
STU656,Male,23,MCA,Hyderabad,63.6,1.7,75.2,73.3,67.8,72.0,No,0,Placed,5.85
STU657,Female,20,MCA,Lucknow,82.7,3.2,49.2,73.7,84.3,77.8,Yes,1,Placed,6.38
STU658,Male,19,BSc,Pune,92.1,2.4,77.2,80.3,68.1,77.1,No,0,Placed,6.51
STU659,Male,21,BSc,Noida,75.2,3.9,63.1,87.9,56.4,55.7,No,0,Placed,5.96
STU660,Female,25,BCA,Delhi,67.1,7.1,80.9,90.8,73.4,68.2,Yes,0,Placed,7.48
STU661,Male,20,BTech,Noida,71.9,3.0,74.6,87.1,72.5,55.4,No,0,Not Placed,0.0
STU662,Male,21,BTech,Noida,94.3,2.3,76.7,77.7,53.8,53.9,No,0,Not Placed,0.0
STU663,Female,19,BSc,Mumbai,76.9,5.8,88.7,83.4,80.5,53.2,No,0,Placed,6.59
STU664,Female,24,BCA,Delhi,64.8,7.6,72.0,94.0,72.1,67.9,Yes,0,Placed,6.88
STU665,Female,23,MCA,Hyderabad,80.4,4.4,62.4,69.4,61.0,51.9,No,0,Placed,6.71
STU666,Female,24,BTech,Delhi,87.3,3.0,81.9,82.0,74.4,55.8,No,0,Not Placed,0.0
STU667,Male,22,BCA,Lucknow,82.5,7.9,100,100,71.5,72.2,No,0,Placed,6.52
STU668,Female,22,BTech,Lucknow,73.4,4.1,68.5,90.4,74.7,72.9,No,0,Not Placed,0.0
STU669,Female,19,BCA,Mumbai,70.0,7.7,80.7,100,97.3,79.3,Yes,0,Placed,7.66
STU670,Male,18,BTech,Bengaluru,90.0,1.8,77.5,75.4,63.5,83.4,No,0,Not Placed,0.0
STU671,Female,19,MCA,Pune,73.4,2.6,53.7,60.0,74.7,67.3,No,0,Not Placed,0.0
STU672,Female,23,BSc,Lucknow,70.0,3.5,67.3,79.0,45.6,68.0,No,0,Placed,5.88
STU673,Male,25,BSc,Bengaluru,68.4,2.3,64.2,73.3,74.8,70.9,Yes,0,Placed,5.99
STU674,Male,20,MCA,Bengaluru,91.5,4.4,67.4,82.3,73.2,54.2,No,0,Not Placed,0.0
STU675,Male,20,BSc,Lucknow,89.7,7.1,85.1,100,76.3,69.7,Yes,0,Not Placed,0.0
STU676,Female,24,MCA,Bengaluru,66.7,5.3,69.0,82.6,67.0,75.8,No,0,Placed,5.41
STU677,Female,24,BCA,Bengaluru,83.4,6.3,86.1,97.6,70.8,57.2,Yes,0,Placed,7.43
STU678,Female,24,BSc,Hyderabad,64.1,7.0,79.5,88.0,75.4,74.0,Yes,0,Placed,8.17
STU679,Female,22,MCA,Delhi,67.7,6.6,80.5,94.9,78.2,76.0,Yes,4,Not Placed,0.0
STU680,Male,23,BSc,Delhi,81.0,5.2,73.6,84.0,74.8,54.2,No,0,Placed,5.29
STU681,Male,19,BTech,Noida,87.0,4.0,68.0,78.2,54.5,50.9,No,0,Not Placed,0.0
STU682,Female,19,BTech,Hyderabad,83.5,7.0,100,100,83.1,46.9,Yes,0,Placed,8.29
STU683,Male,21,BSc,Noida,82.3,8.7,84.3,100,66.7,59.7,No,0,Not Placed,0.0
STU684,Female,24,BTech,Lucknow,73.1,1.8,71.4,64.0,60.6,64.4,No,0,Not Placed,0.0
STU685,Female,20,BSc,Mumbai,83.4,5.4,81.3,84.8,83.2,53.1,Yes,0,Placed,7.33
STU686,Male,18,BSc,Delhi,73.0,4.7,72.1,81.4,67.5,61.4,No,0,Not Placed,0.0
STU687,Male,22,MCA,Lucknow,98.1,3.0,74.0,74.7,70.9,65.2,No,0,Not Placed,0.0
STU688,Female,22,BTech,Pune,67.8,4.8,81.0,75.0,77.8,67.9,No,0,Placed,5.79
STU689,Male,24,BSc,Bengaluru,63.8,5.4,88.3,86.5,56.2,64.9,No,0,Not Placed,0.0
STU690,Male,24,BCA,Pune,85.5,6.1,86.0,89.5,79.6,69.0,No,0,Not Placed,0.0
STU691,Male,24,BCA,Bengaluru,77.8,7.2,87.4,80.6,71.2,45.4,Yes,0,Not Placed,0.0
STU692,Female,23,BCA,Delhi,65.2,5.9,95.8,81.5,67.5,65.6,No,3,Not Placed,0.0
STU693,Female,22,BCA,Bengaluru,87.0,6.2,79.9,90.6,76.6,61.5,Yes,0,Placed,6.68
STU694,Female,24,BCA,Lucknow,92.0,3.7,71.4,78.5,70.8,72.6,No,0,Not Placed,0.0
STU695,Female,20,BCA,Pune,68.3,7.6,75.2,88.8,71.8,57.9,Yes,0,Not Placed,0.0
STU696,Female,22,BSc,Pune,75.6,7.5,65.9,92.6,78.5,58.8,Yes,0,Placed,6.72
STU697,Male,23,MCA,Lucknow,78.0,6.9,70.1,84.9,100,62.6,Yes,0,Placed,7.08
STU698,Male,20,BTech,Pune,82.8,5.7,62.9,86.0,82.5,77.5,No,0,Not Placed,0.0
STU699,Female,25,MCA,Delhi,80.8,8.5,86.1,90.2,82.6,87.9,Yes,0,Placed,9.25
STU700,Male,19,BCA,Pune,78.8,6.6,83.4,89.7,78.9,82.8,Yes,0,Placed,6.89
STU701,Female,19,BCA,Pune,81.7,2.4,71.4,70.8,65.7,69.9,No,0,Not Placed,0.0
STU702,Male,21,MCA,Mumbai,71.1,4.8,70.7,86.8,77.0,84.2,Yes,0,Placed,7.24
STU703,Male,18,BTech,Mumbai,86.0,5.8,74.9,91.3,65.2,79.8,No,0,Placed,6.12
STU704,Female,23,BTech,Bengaluru,81.8,5.7,79.8,90.2,62.4,55.5,Yes,0,Placed,7.35
STU705,Female,18,MCA,Bengaluru,87.6,3.7,78.8,84.3,59.4,65.4,Yes,0,Placed,6.49
STU706,Female,24,BCA,Lucknow,80.0,8.2,67.2,82.9,90.3,50.2,Yes,0,Not Placed,0.0
STU707,Male,21,BTech,Bengaluru,91.9,6.5,87.6,89.3,96.4,84.2,No,0,Placed,9.18
STU708,Male,25,MCA,Lucknow,71.7,1.8,62.3,77.4,64.1,62.4,No,0,Placed,6.26
STU709,Male,21,BSc,Noida,83.4,7.0,79.2,91.4,75.5,49.3,Yes,0,Placed,9.03
STU710,Female,21,BTech,Lucknow,77.1,1.9,53.0,66.4,75.9,57.7,No,0,Not Placed,0.0
STU711,Male,18,BCA,Hyderabad,61.0,4.8,51.6,73.4,74.1,85.2,Yes,0,Placed,5.37
STU712,Male,19,BTech,Noida,92.7,3.0,70.9,61.2,83.5,52.2,Yes,0,Placed,7.24
STU713,Female,19,BCA,Lucknow,74.3,4.6,68.1,88.7,64.0,64.2,No,0,Not Placed,0.0
STU714,Female,20,BCA,Lucknow,95.6,6.7,77.2,85.3,66.7,52.2,Yes,0,Not Placed,0.0
STU715,Male,22,BSc,Noida,78.7,8.0,82.6,95.1,77.2,55.2,Yes,0,Placed,8.16
STU716,Male,23,BTech,Hyderabad,87.2,5.9,80.6,81.6,77.6,53.4,No,0,Placed,6.92
STU717,Female,25,BSc,Lucknow,80.7,5.8,82.8,84.5,70.4,62.9,Yes,2,Not Placed,0.0
STU718,Male,22,BTech,Mumbai,80.7,1.8,49.6,62.7,70.9,46.9,Yes,0,Not Placed,0.0
STU719,Female,20,BSc,Bengaluru,77.8,4.8,63.0,58.5,74.0,69.5,Yes,0,Placed,6.25
STU720,Female,19,BSc,Bengaluru,68.1,7.2,74.2,100,81.5,62.2,No,1,Placed,5.97
STU721,Female,18,MCA,Lucknow,61.4,6.9,59.2,84.5,77.6,77.8,No,0,Placed,6.03
STU722,Female,19,BCA,Noida,70.5,3.9,59.1,85.1,53.1,85.7,Yes,0,Not Placed,0.0
STU723,Female,23,BSc,Mumbai,93.0,3.7,84.3,83.9,67.7,74.6,Yes,0,Placed,6.84
STU724,Female,21,BSc,Bengaluru,87.9,1.7,57.1,64.8,54.5,87.4,No,0,Not Placed,0.0
STU725,Female,19,BCA,Delhi,81.6,6.4,81.1,83.9,71.4,43.1,Yes,0,Not Placed,0.0
STU726,Female,23,BCA,Mumbai,83.7,4.8,68.3,88.6,67.0,50.2,No,0,Placed,6.03
STU727,Female,21,MCA,Pune,92.0,3.3,85.5,75.0,61.3,69.6,Yes,0,Placed,6.28
STU728,Male,20,BSc,Lucknow,56.7,2.4,60.7,68.8,72.7,77.4,Yes,0,Not Placed,0.0
STU729,Male,24,BSc,Lucknow,74.6,4.5,68.2,67.8,61.9,61.1,No,0,Not Placed,0.0
STU730,Male,23,BSc,Bengaluru,91.2,6.2,72.1,86.4,63.1,68.0,No,0,Not Placed,0.0
STU731,Male,20,BCA,Noida,81.2,4.3,61.8,72.1,60.3,51.0,No,0,Not Placed,0.0
STU732,Male,24,BTech,Bengaluru,73.6,3.9,69.9,80.0,71.1,71.5,Yes,0,Placed,4.7
STU733,Female,19,BTech,Hyderabad,72.3,2.4,65.0,79.7,69.0,78.3,No,0,Not Placed,0.0
STU734,Female,20,BCA,Bengaluru,69.3,7.8,78.8,93.0,93.8,58.7,No,3,Placed,6.8
STU735,Female,25,MCA,Hyderabad,87.9,3.7,93.3,95.3,78.2,72.6,Yes,0,Not Placed,0.0
STU736,Male,23,BCA,Lucknow,85.1,3.2,75.7,81.9,69.3,45.8,No,2,Not Placed,0.0
STU737,Female,19,BTech,Delhi,68.6,5.7,77.0,92.8,56.8,79.6,No,0,Placed,5.84
STU738,Female,25,MCA,Pune,78.4,2.9,65.4,73.1,62.1,65.8,No,0,Not Placed,0.0
STU739,Male,20,BCA,Mumbai,76.5,3.5,62.8,81.5,58.3,61.9,Yes,0,Placed,6.47
STU740,Female,23,BSc,Noida,72.6,3.1,77.1,94.4,59.3,70.1,Yes,0,Placed,7.49
